,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
5747,0,44,1,4,12,0,3,Blue,4,3,2,14370.0,945,0.557,4510,0.646,0.066
5748,0,60,1,1,12,0,2,Silver,5,2,2,21681.0,0,0.704,3844,1.083,0.0
5749,0,59,0,0,18,0,2,Blue,5,3,3,2634.0,1644,1.092,4190,0.732,0.624
5750,0,37,0,2,12,0,2,Blue,4,1,2,2204.0,919,0.712,4555,1.0,0.417
5751,0,48,0,1,99,9,2,Blue,3,1,3,2447.0,1991,0.719,4228,0.708,0.814
5752,0,60,0,0,99,0,9,Blue,3,3,2,3068.0,0,0.897,4533,0.795,0.0
5753,1,48,0,3,16,0,1,Blue,3,3,4,1502.0,0,0.529,2204,0.44,0.0
5754,0,39,0,3,0,0,9,Blue,5,3,3,4181.0,1604,0.659,3955,0.574,0.384
5755,0,52,0,3,12,1,1,Blue,4,2,2,3136.0,1103,0.812,4528,0.884,0.352
5756,0,42,0,4,12,1,1,Blue,4,2,2,4478.0,1700,0.655,3879,1.235,0.38
5757,1,60,0,1,0,0,9,Blue,3,6,3,7359.0,0,0.768,2869,0.433,0.0
5758,0,52,1,4,16,0,2,Blue,3,3,2,13090.0,0,0.75,3851,1.0,0.0
5759,0,44,0,1,12,1,2,Blue,6,2,2,6849.0,0,0.736,3770,0.864,0.0
5760,0,36,0,4,0,1,1,Blue,5,3,0,4228.0,1886,1.076,4356,0.682,0.446
5761,0,49,0,3,16,1,2,Blue,3,3,2,5678.0,2082,0.83,5092,0.707,0.367
5762,0,42,0,2,12,1,1,Blue,3,5,2,3964.0,1218,0.593,4580,1.419,0.307
5763,1,48,1,3,16,1,4,Blue,5,2,4,7970.0,2434,0.406,1263,0.35,0.305
5764,0,36,0,0,15,9,9,Blue,5,3,3,4692.0,0,0.837,4281,0.643,0.0
5765,1,45,0,3,0,3,1,Blue,3,2,2,1942.0,0,0.366,1853,0.107,0.0
5766,1,40,1,4,16,3,2,Blue,1,2,3,5821.0,894,0.461,2011,0.273,0.154
5767,0,48,0,4,18,9,1,Blue,4,1,3,2357.0,1462,0.734,4534,1.027,0.62
5768,0,54,0,0,99,1,9,Blue,3,1,2,8294.0,696,0.806,4136,1.2,0.084
5769,0,32,0,3,18,1,2,Blue,4,3,3,3174.0,2084,0.636,4508,1.075,0.657
5770,0,34,0,3,0,0,1,Blue,4,3,3,1438.3,0,0.734,4302,0.762,0.0
5771,0,46,0,2,15,3,1,Blue,6,1,2,1852.0,1428,0.795,4486,0.848,0.771
5772,1,47,1,3,0,0,2,Blue,4,3,1,1809.0,457,0.703,2169,0.485,0.253
5773,0,48,0,1,16,3,2,Blue,4,1,2,3503.0,1572,0.866,4671,0.632,0.449
5774,0,52,1,5,22,0,2,Silver,4,2,2,17835.0,868,0.723,4258,0.657,0.049
5775,0,45,1,2,0,1,5,Blue,6,2,3,3383.0,1458,0.678,4897,0.562,0.431
5776,0,46,0,4,99,0,1,Blue,4,2,3,7128.0,1457,0.553,3534,0.591,0.204
5777,0,36,0,1,16,1,1,Blue,5,2,3,1438.3,790,0.615,3959,0.735,0.549
5778,0,42,0,3,12,1,1,Blue,6,3,2,3815.0,1190,0.852,4430,0.741,0.312
5779,0,39,0,3,16,1,1,Blue,3,3,2,1902.0,962,0.534,4203,0.725,0.506
5780,0,43,0,1,0,3,1,Blue,5,2,3,2077.0,1254,0.821,4226,1.143,0.604
5781,1,48,0,2,22,1,1,Blue,4,3,4,2514.0,2090,0.842,2603,0.606,0.831
5782,0,56,1,4,12,0,4,Blue,4,3,3,34516.0,0,0.846,4714,0.745,0.0
5783,0,45,0,5,16,0,1,Blue,3,3,0,2144.0,1492,0.96,3859,0.571,0.696
5784,0,65,0,0,12,0,1,Blue,3,3,2,5951.0,2517,0.787,4554,0.694,0.423
5785,0,54,0,3,12,3,9,Blue,3,5,3,4806.0,0,0.827,4674,0.74,0.0
5786,0,42,0,3,16,0,9,Blue,3,3,3,16612.0,2517,0.602,4697,0.808,0.152
5787,0,53,0,1,16,1,2,Blue,6,2,2,2799.0,0,0.689,4116,0.571,0.0
5788,0,63,1,0,99,0,2,Silver,4,3,3,18064.0,1695,0.838,3434,0.479,0.094
5789,0,49,0,4,16,1,1,Blue,3,1,3,2560.0,1430,0.766,4783,0.792,0.559
5790,0,42,0,3,0,1,1,Blue,6,2,2,5821.0,0,0.859,4591,1.188,0.0
5791,0,43,0,5,0,0,1,Blue,4,3,2,2057.0,1279,0.562,4321,0.689,0.622
5792,0,49,0,5,12,3,1,Blue,5,2,3,1972.0,1489,0.69,4715,0.65,0.755
5793,0,44,1,3,12,1,3,Blue,6,2,3,2675.0,0,0.7,4149,0.717,0.0
5794,0,48,1,3,16,1,2,Blue,3,1,2,6223.0,2126,0.681,4518,0.795,0.342
5795,0,44,0,4,12,0,9,Blue,3,3,3,7632.0,0,0.557,4498,0.623,0.0
5796,0,55,0,1,99,9,1,Blue,5,2,1,3258.0,2517,0.985,4960,0.75,0.773
5797,0,46,1,3,12,0,3,Silver,4,3,3,34516.0,2040,0.764,3754,1.038,0.059
5798,0,49,0,1,12,3,2,Blue,3,3,2,3054.0,845,0.731,4460,0.692,0.277
5799,0,35,0,2,22,0,1,Blue,5,1,1,1438.3,0,1.126,4006,0.946,0.0
5800,1,50,1,3,0,0,5,Blue,1,2,3,7970.0,2282,0.28,1872,0.206,0.286
5801,1,55,0,1,99,0,1,Blue,5,2,3,1836.0,572,0.758,2400,0.789,0.312
5802,0,47,1,3,16,9,5,Blue,3,2,3,9397.0,795,0.749,5265,0.581,0.085
5803,0,60,0,0,0,1,1,Blue,4,2,3,1601.0,0,0.829,4919,1.091,0.0
5804,0,45,1,4,12,1,4,Blue,3,2,3,34516.0,1170,0.678,3785,0.6,0.034
5805,0,51,0,1,12,1,1,Blue,5,1,3,1822.0,1114,0.539,5210,0.553,0.611
5806,0,41,1,4,12,1,1,Blue,3,2,2,1614.0,700,0.842,4293,0.812,0.434
5807,0,54,0,4,99,1,1,Blue,3,2,0,1491.0,1349,0.756,4365,0.732,0.905
5808,0,28,0,1,16,3,1,Blue,4,1,3,2543.0,1156,0.641,3864,0.684,0.455
5809,0,50,0,2,15,3,1,Blue,3,2,3,3462.0,1817,0.717,4635,0.711,0.525
5810,0,44,0,3,16,1,1,Blue,3,3,1,1699.0,0,0.653,5495,0.642,0.0
5811,1,46,0,3,16,1,9,Blue,3,4,3,13095.0,1836,0.432,1552,0.185,0.14
5812,0,47,1,5,99,0,3,Blue,6,2,3,8823.0,2517,0.812,4674,0.848,0.285
5813,0,48,1,1,0,1,3,Blue,6,1,1,4429.0,883,0.688,4386,0.537,0.199
5814,1,58,0,4,12,1,9,Blue,1,4,3,5396.0,1803,0.493,2107,0.393,0.334
5815,0,65,0,0,12,0,2,Blue,4,1,3,2418.0,2205,0.84,3918,0.51,0.912
5816,0,56,0,1,16,0,1,Blue,5,2,3,2086.0,1792,0.859,5774,0.909,0.859
5817,1,48,0,3,16,0,2,Blue,5,3,3,1899.0,671,0.736,2434,0.406,0.353
5818,0,43,1,5,16,0,2,Blue,4,1,2,7564.0,0,0.61,4743,0.822,0.0
5819,0,41,1,2,16,1,3,Blue,3,2,2,13116.0,1225,0.735,4800,0.605,0.093
5820,0,35,0,4,22,1,1,Blue,3,1,3,1438.3,606,0.692,5062,0.818,0.421
5821,0,48,0,3,12,1,1,Blue,4,1,2,3716.0,0,0.886,4833,0.521,0.0
5822,0,50,0,1,99,1,1,Blue,3,5,3,3069.0,1482,0.663,4351,0.721,0.483
5823,1,51,0,1,12,0,1,Blue,6,3,3,2006.0,1608,1.043,2760,0.652,0.802
5824,0,45,0,4,12,1,2,Blue,5,2,1,2948.0,2232,0.858,3635,0.58,0.757
5825,0,47,0,3,99,0,1,Blue,4,2,3,1438.3,0,1.001,3511,0.882,0.0
5826,0,35,0,1,0,1,1,Blue,3,2,3,1438.3,670,0.909,4321,0.804,0.466
5827,0,58,0,3,16,1,2,Blue,5,3,1,4669.0,1913,0.591,4363,0.973,0.41
5828,0,48,0,2,16,1,1,Silver,5,2,2,13994.0,0,0.57,3299,0.853,0.0
5829,1,57,1,2,16,0,5,Blue,3,5,3,8760.0,0,0.726,2460,0.56,0.0
5830,0,53,0,1,12,1,1,Blue,3,2,2,1688.0,0,0.641,4375,0.605,0.0
5831,0,46,0,2,15,1,9,Blue,6,3,3,9881.0,1794,0.582,4725,0.735,0.182
5832,0,39,1,4,16,0,3,Blue,6,2,0,4534.0,917,0.84,4211,0.61,0.202
5833,0,57,0,4,0,0,1,Blue,5,3,3,3545.0,1446,0.638,3691,0.917,0.408
5834,0,57,0,2,15,0,1,Blue,4,2,2,1857.0,1528,0.698,4681,0.868,0.823
5835,0,56,0,4,0,0,9,Blue,5,1,1,3334.0,1272,1.12,4284,0.587,0.382
5836,1,55,0,3,99,0,2,Blue,5,3,4,2496.0,1999,0.724,2590,0.667,0.801
5837,0,41,0,3,15,1,1,Blue,3,1,2,1438.3,765,0.644,4053,0.692,0.532
5838,1,45,0,4,22,1,1,Blue,3,2,2,1438.3,0,0.68,2429,0.652,0.0
5839,0,52,1,3,16,0,3,Blue,4,2,2,9357.0,1285,0.694,4173,0.711,0.137
5840,0,40,0,2,16,1,1,Blue,3,2,3,2423.0,1674,0.644,4258,0.538,0.691
5841,0,45,0,1,16,0,2,Blue,5,2,2,1936.0,1613,0.841,4773,0.818,0.833
5842,0,43,1,1,16,3,3,Blue,4,3,3,1783.0,1014,0.956,3861,0.558,0.569
5843,0,59,0,0,99,1,1,Blue,4,1,2,1438.3,0,0.622,4155,0.632,0.0
5844,0,56,0,2,16,0,1,Blue,4,1,3,1438.3,0,0.622,4333,0.826,0.0
5845,0,44,0,2,18,1,1,Silver,6,3,2,10580.0,1023,0.907,4721,0.8,0.097
5846,0,54,0,2,99,0,1,Blue,5,3,2,4597.0,1316,0.646,3507,0.511,0.286
5847,0,49,0,4,12,1,1,Blue,4,2,3,1656.0,929,0.898,4408,0.681,0.561
5848,0,39,0,0,12,0,1,Blue,5,3,2,3279.0,0,0.765,5048,0.923,0.0
5849,0,49,0,3,15,1,2,Blue,6,2,3,2578.0,1590,0.657,4683,0.618,0.617
5850,0,44,0,4,16,1,2,Blue,3,3,3,4068.0,0,1.121,5161,0.766,0.0
5851,1,42,0,4,16,1,1,Blue,5,2,3,2128.0,528,0.525,2289,0.414,0.248
5852,1,45,0,2,22,1,1,Blue,4,3,4,2704.0,2262,0.87,2362,0.444,0.837
5853,0,38,0,3,18,9,1,Blue,4,1,0,1878.0,1247,0.67,4650,0.614,0.664
5854,0,46,0,3,15,1,9,Blue,3,3,3,10600.0,0,0.777,4697,0.523,0.0
5855,1,58,0,0,0,3,1,Blue,3,2,6,9909.0,0,0.466,1844,0.64,0.0
5856,0,57,0,1,16,1,1,Blue,3,2,3,1665.0,983,0.889,4420,0.72,0.59
5857,1,50,1,1,16,3,5,Blue,1,3,2,1656.0,0,0.626,2073,0.833,0.0
5858,0,53,1,1,12,9,4,Blue,3,3,4,14111.0,1034,0.505,2950,0.684,0.073
5859,0,52,0,1,16,1,1,Blue,4,2,3,2012.0,1230,0.668,3822,0.659,0.611
5860,0,43,0,2,18,1,1,Blue,6,1,1,2837.0,1807,0.609,4279,0.627,0.637
5861,0,40,0,3,16,0,1,Blue,6,2,2,1709.0,0,0.685,4981,0.975,0.0
5862,0,49,0,1,99,1,1,Blue,5,2,1,5714.0,868,0.636,4331,0.7,0.152
5863,0,41,1,3,99,1,3,Blue,4,1,3,5071.0,1043,0.667,3358,0.722,0.206
5864,0,51,1,3,0,1,4,Blue,3,3,3,24028.0,0,0.496,3531,0.738,0.0
5865,0,31,0,2,18,9,9,Blue,5,3,3,13882.0,0,0.87,4798,0.822,0.0
5866,0,49,0,3,16,9,2,Blue,3,2,2,3585.0,931,0.62,4399,0.733,0.26
5867,0,40,1,3,0,0,4,Blue,4,2,2,9124.0,2126,0.449,4564,0.548,0.233
5868,0,45,0,4,16,1,9,Blue,4,2,2,2705.0,0,0.736,4749,0.778,0.0
5869,0,56,0,1,16,0,1,Blue,4,3,2,1936.0,1101,0.984,4578,0.892,0.569
5870,0,49,1,3,12,1,4,Blue,5,2,3,8051.0,2138,0.716,4370,0.886,0.266
5871,0,36,0,1,16,1,2,Blue,5,1,3,3635.0,1617,0.828,4045,1.067,0.445
5872,0,46,0,1,12,1,1,Blue,4,2,2,2532.0,1487,0.581,4143,1.029,0.587
5873,0,54,0,4,99,1,1,Blue,3,1,3,2028.0,0,0.823,4030,0.733,0.0
5874,1,42,0,4,22,1,1,Blue,3,2,3,4304.0,0,0.183,1788,0.091,0.0
5875,0,46,0,3,16,9,9,Blue,4,1,2,6644.0,2082,0.915,4659,0.854,0.313
5876,0,45,0,5,0,1,1,Blue,3,1,3,1830.0,650,0.724,4838,0.972,0.355
5877,0,37,1,2,0,1,5,Blue,4,3,3,7607.0,2170,0.377,4495,0.674,0.285
5878,1,55,0,3,16,0,1,Blue,3,3,5,2060.0,0,0.251,1976,0.257,0.0
5879,0,49,0,2,12,0,1,Blue,3,2,2,1438.3,906,0.541,4457,0.714,0.63
5880,0,41,1,4,12,0,3,Blue,4,3,3,3126.0,1503,0.892,3662,0.644,0.481
5881,0,47,0,4,18,0,2,Blue,4,6,3,6885.0,1611,0.955,3804,0.861,0.234
5882,1,42,1,4,12,9,3,Blue,4,3,4,1871.0,0,0.73,2593,0.548,0.0
5883,0,31,0,0,16,0,1,Blue,4,2,3,2787.0,1761,0.67,4358,0.648,0.632
5884,0,50,1,2,18,1,4,Blue,6,3,2,1867.0,1478,0.727,4097,0.707,0.792
5885,1,41,0,3,99,1,1,Blue,3,2,3,1438.3,0,0.372,1852,0.31,0.0
5886,1,47,0,4,16,0,1,Blue,6,4,3,2473.0,0,0.547,2133,0.419,0.0
5887,0,40,1,4,18,0,2,Blue,6,3,2,4640.0,1555,0.78,3870,0.707,0.335
5888,0,47,0,4,12,1,1,Blue,6,3,0,2712.0,2411,0.844,5201,0.907,0.889
5889,1,46,0,3,16,9,9,Blue,3,2,1,8869.0,0,0.413,1935,0.429,0.0
5890,1,51,0,4,16,1,9,Blue,2,3,5,3853.0,696,0.882,2443,0.583,0.181
5891,0,53,0,3,15,1,1,Blue,4,2,3,1438.3,721,0.601,4606,0.955,0.501
5892,1,50,1,3,18,3,3,Blue,3,2,3,14409.0,511,0.799,2351,0.3,0.035
5893,1,59,0,1,12,0,2,Blue,5,3,3,1665.0,0,1.01,2748,0.333,0.0
5894,0,43,0,3,16,1,1,Blue,6,1,3,2639.0,0,0.892,4892,0.771,0.0
5895,0,59,0,2,12,1,1,Blue,6,1,1,2338.0,1566,0.533,3964,0.5,0.67
5896,0,51,0,1,16,1,1,Blue,3,3,0,2774.0,1362,0.866,4802,0.685,0.491
5897,0,57,0,1,15,0,9,Blue,6,1,1,4283.0,488,0.865,4689,0.477,0.114
5898,1,47,0,4,0,0,9,Blue,3,4,3,6263.0,2517,0.857,2613,0.724,0.402
5899,0,35,0,2,16,0,1,Blue,6,3,3,2317.0,1301,0.925,4161,1.219,0.562
5900,0,55,0,2,15,3,1,Blue,5,2,1,2239.0,1340,0.658,4540,0.587,0.598
5901,0,41,0,1,15,1,1,Blue,6,3,3,2225.0,0,1.06,4917,0.75,0.0
5902,0,51,0,3,16,0,1,Blue,6,2,3,1519.0,1148,0.767,4927,0.738,0.756
5903,0,48,0,5,0,1,9,Blue,4,2,3,5495.0,2200,0.696,5125,0.771,0.4
5904,0,51,0,3,16,1,1,Blue,6,1,1,2141.0,1176,0.746,4317,0.778,0.549
5905,0,43,0,2,12,1,1,Blue,4,1,2,2616.0,1786,0.876,5219,0.75,0.683
5906,0,39,0,3,16,3,1,Blue,3,1,1,5494.0,1356,0.463,3566,0.884,0.247
5907,1,52,0,3,12,1,1,Blue,3,5,1,2003.0,1735,0.855,2343,0.355,0.866
5908,0,47,0,4,0,0,1,Blue,3,1,2,2092.0,1499,0.811,4130,1.162,0.717
5909,0,44,1,0,12,0,3,Blue,6,3,2,6606.0,2517,0.825,4493,0.659,0.381
5910,0,42,0,4,15,1,9,Blue,3,3,2,7102.0,0,0.599,4083,0.744,0.0
5911,0,51,0,2,99,1,1,Silver,6,2,3,13812.0,1132,0.699,3723,0.867,0.082
5912,0,56,1,1,16,0,3,Blue,5,3,2,7075.0,1676,1.268,4160,0.667,0.237
5913,0,44,1,1,15,0,2,Blue,6,1,2,4274.0,1680,0.78,4820,0.765,0.393
5914,0,47,0,3,12,0,1,Blue,5,1,3,2317.0,0,0.57,4894,0.854,0.0
5915,1,51,0,2,0,0,1,Blue,3,3,3,1438.3,642,0.405,1939,0.4,0.446
5916,0,47,1,4,12,1,4,Blue,5,3,3,2888.0,0,0.717,4345,0.786,0.0
5917,0,44,0,4,15,0,9,Blue,4,1,2,12310.0,670,0.801,4176,0.767,0.054
5918,0,48,1,4,99,1,3,Blue,4,3,3,1622.0,1249,0.585,4164,0.61,0.77
5919,1,45,0,4,16,1,1,Blue,3,2,1,1438.3,0,0.685,2153,0.346,0.0
5920,0,40,1,3,99,0,4,Blue,6,2,2,12559.0,0,0.715,4700,0.511,0.0
5921,0,56,0,1,0,9,2,Blue,4,3,3,2929.0,1287,0.497,3875,0.595,0.439
5922,1,48,0,3,99,3,1,Blue,5,2,4,1438.3,0,0.5,1897,0.706,0.0
5923,0,50,0,1,99,0,1,Blue,4,1,2,2319.0,1026,0.521,4099,0.721,0.442
5924,0,37,0,2,0,1,9,Blue,4,3,3,7927.0,996,0.521,4094,0.771,0.126
5925,1,55,0,2,16,3,1,Blue,2,6,3,1720.0,0,0.707,2719,0.44,0.0
5926,0,38,1,3,99,0,4,Blue,5,1,3,3642.0,724,0.68,4517,0.837,0.199
5927,0,49,0,3,12,1,2,Blue,5,1,2,3881.0,0,0.601,4177,0.737,0.0
5928,0,47,1,3,22,9,5,Blue,6,2,2,6143.0,1151,0.866,4330,0.895,0.187
5929,0,42,0,1,99,1,1,Blue,3,3,0,1438.3,0,0.72,4154,0.814,0.0
5930,0,52,0,4,15,9,1,Blue,6,3,1,2035.0,1343,0.835,4643,0.686,0.66
5931,1,47,0,2,12,1,1,Blue,5,3,3,3899.0,0,0.718,2182,0.429,0.0
5932,0,52,0,1,99,0,2,Blue,4,2,2,1981.0,1082,0.584,3913,0.731,0.546
5933,1,50,0,1,16,0,1,Blue,1,3,4,2422.0,502,0.997,2548,0.484,0.207
5934,0,52,1,2,16,1,4,Blue,6,3,3,11964.0,800,0.954,4853,0.848,0.067
5935,0,50,0,4,15,1,9,Blue,6,4,3,3862.0,0,0.578,4058,0.723,0.0
5936,0,46,1,2,15,1,4,Blue,5,4,2,33142.0,0,0.846,4347,0.575,0.0
5937,0,40,1,2,12,0,5,Silver,3,4,2,34516.0,1436,0.688,3564,0.825,0.042
5938,1,42,0,4,12,1,1,Blue,6,3,3,3454.0,0,0.862,2826,0.625,0.0
5939,0,29,0,2,16,1,1,Blue,6,3,2,2732.0,1746,1.028,4702,0.771,0.639
5940,0,50,1,4,12,3,4,Blue,4,2,2,1687.0,992,0.721,4342,0.783,0.588
5941,1,43,0,3,16,1,1,Blue,4,2,4,3523.0,0,0.973,3174,0.222,0.0
5942,0,40,1,4,0,0,5,Blue,4,3,2,5773.0,2024,0.977,3732,0.972,0.351
5943,1,45,0,3,16,1,9,Blue,3,5,3,4462.0,706,0.886,2526,0.414,0.158
5944,0,35,0,3,22,1,1,Blue,5,2,2,3976.0,1789,0.931,4419,0.829,0.45
5945,0,55,0,3,15,0,1,Blue,3,3,3,2679.0,2277,0.736,4943,0.735,0.85
5946,0,49,0,4,99,1,2,Blue,6,3,2,1564.0,0,1.114,5172,0.733,0.0
5947,0,53,0,2,12,0,2,Blue,5,2,3,1536.0,728,0.604,4133,0.529,0.474
5948,0,46,1,5,12,1,2,Blue,6,2,1,2375.0,1196,0.641,4087,0.833,0.504
5949,0,50,0,3,12,1,1,Blue,4,3,3,2719.0,0,0.794,4172,0.97,0.0
5950,0,53,0,4,16,3,2,Blue,5,3,1,3369.0,2424,0.825,5220,0.592,0.72
5951,0,58,0,1,16,0,1,Blue,5,1,1,3173.0,1713,0.609,3797,0.786,0.54
5952,0,47,0,2,12,9,1,Blue,4,2,2,3139.0,0,0.728,4892,0.827,0.0
5953,1,50,0,3,12,1,1,Blue,3,3,4,2140.0,0,0.765,2915,0.316,0.0
5954,0,56,0,3,0,0,1,Blue,4,3,2,2258.0,0,0.617,4803,0.714,0.0
5955,0,48,1,3,16,1,2,Blue,5,1,1,2423.0,1779,0.503,4035,0.805,0.734
5956,0,55,0,1,12,0,1,Blue,4,3,3,2376.0,1969,0.788,4301,1.026,0.829
5957,0,38,1,1,16,0,1,Blue,4,5,2,1690.0,1459,0.667,3928,0.643,0.863
5958,1,46,0,3,12,1,2,Blue,2,3,2,8583.0,0,0.358,1794,0.292,0.0
5959,0,52,0,3,16,0,1,Blue,5,2,1,2996.0,2147,0.503,4724,0.737,0.717
5960,0,49,0,1,18,0,9,Blue,6,3,2,2880.0,1996,0.719,4334,0.884,0.693
5961,0,48,1,4,0,3,4,Gold,4,3,1,34516.0,1426,0.621,4814,0.69,0.041
5962,0,36,0,2,22,0,9,Blue,5,2,3,6966.0,905,0.755,4855,0.5,0.13
5963,1,36,1,3,15,1,5,Blue,2,2,3,11316.0,1599,0.713,2595,0.361,0.141
5964,0,38,0,0,12,0,1,Blue,4,2,1,1438.3,1003,0.629,4247,0.714,0.697
5965,0,44,1,1,0,3,5,Blue,3,2,3,11362.0,0,0.668,3197,0.564,0.0
5966,1,52,0,0,22,1,9,Blue,6,4,3,7210.0,0,0.769,2516,0.8,0.0
5967,0,55,0,4,15,0,9,Blue,5,3,3,7790.0,753,0.968,4835,0.826,0.097
5968,0,37,0,2,99,1,1,Blue,3,3,1,2023.0,1587,0.647,4391,0.837,0.784
5969,0,51,0,3,16,1,2,Blue,5,2,3,9117.0,1259,0.88,3837,0.705,0.138
5970,0,41,0,2,22,9,1,Blue,4,1,2,1801.0,940,0.594,3797,0.721,0.522
5971,0,51,1,2,12,1,3,Blue,6,6,3,8787.0,1087,0.974,4537,1.273,0.124
5972,0,40,1,4,16,1,3,Silver,6,1,3,27436.0,642,0.705,4051,0.761,0.023
5973,0,65,0,2,22,0,1,Blue,6,3,2,2195.0,1917,0.535,4205,0.625,0.873
5974,0,46,1,4,15,1,4,Blue,5,3,2,13734.0,568,0.719,4283,0.861,0.041
5975,0,45,1,4,16,1,3,Blue,6,2,3,2731.0,1868,0.533,3915,0.65,0.684
5976,0,49,1,3,16,0,4,Blue,3,2,0,2453.0,1534,0.785,4185,0.784,0.625
5977,0,49,1,3,99,1,3,Blue,6,3,3,7451.0,1542,0.684,4960,0.565,0.207
5978,0,41,0,3,12,1,2,Blue,3,3,3,2644.0,1794,0.863,4081,0.8,0.679
5979,1,41,1,4,16,1,4,Silver,3,2,3,34516.0,825,0.616,2022,0.733,0.024
5980,0,41,1,5,16,1,3,Blue,4,4,3,4575.0,1344,0.46,4726,0.561,0.294
5981,0,51,0,1,15,0,1,Blue,3,3,2,4860.0,1772,0.561,4329,0.86,0.365
5982,0,46,0,2,16,1,1,Blue,6,4,2,1438.3,510,0.711,3399,0.784,0.355
5983,1,37,0,2,99,0,1,Blue,3,2,4,1690.0,0,0.69,2645,0.622,0.0
5984,0,39,1,5,0,1,2,Blue,4,2,3,1438.3,0,0.677,4596,0.745,0.0
5985,0,46,1,5,0,0,3,Blue,3,3,2,24512.0,766,0.509,4561,0.368,0.031
5986,1,43,0,3,12,0,2,Blue,1,3,2,1654.0,1474,0.586,2086,0.621,0.891
5987,0,63,1,1,16,0,4,Blue,6,1,2,21430.0,0,0.511,3561,0.676,0.0
5988,0,50,1,1,16,1,5,Silver,4,3,3,34516.0,1915,0.625,3828,1.321,0.055
5989,0,37,1,4,0,1,2,Blue,6,3,2,1438.3,759,0.858,4446,0.72,0.528
5990,0,33,0,2,22,0,1,Blue,5,2,3,2800.0,1559,0.598,4253,0.694,0.557
5991,0,44,1,4,18,1,3,Blue,3,2,2,3117.0,1400,0.913,4391,0.809,0.449
5992,0,44,1,2,0,1,4,Blue,6,3,3,2558.0,2016,0.806,3792,0.5,0.788
5993,1,47,1,3,12,1,3,Blue,2,3,2,10061.0,0,0.787,2802,0.529,0.0
5994,0,45,0,4,16,9,9,Blue,4,1,3,3416.0,727,0.58,4121,0.729,0.213
5995,0,39,0,3,16,1,9,Blue,3,3,3,9371.0,1066,0.89,4754,0.857,0.114
5996,0,47,0,3,16,1,1,Blue,3,1,2,3147.0,2453,0.744,4465,0.952,0.779
5997,0,52,0,3,99,0,1,Blue,4,2,2,1554.0,926,0.785,4997,0.927,0.596
5998,1,47,0,5,0,0,9,Blue,5,4,5,3502.0,0,0.531,1895,0.4,0.0
5999,0,49,0,4,16,0,1,Blue,4,2,2,2712.0,1686,0.791,4678,0.644,0.622
6000,0,59,0,0,15,1,1,Blue,6,1,0,1438.3,0,0.715,4817,0.688,0.0
6001,0,39,1,3,12,1,5,Blue,6,3,2,3281.0,1682,0.577,4109,0.5,0.513
6002,1,35,0,5,12,1,2,Blue,3,2,6,1438.3,0,0.763,2500,0.517,0.0
6003,0,39,0,2,16,0,1,Blue,5,3,3,2469.0,1826,0.666,3837,0.721,0.74
6004,0,41,1,4,99,1,4,Blue,4,2,3,3497.0,0,0.696,4345,0.756,0.0
6005,0,46,0,4,99,9,2,Blue,4,2,3,2505.0,0,0.8,4384,0.86,0.0
6006,0,34,1,2,16,1,3,Blue,5,1,3,2763.0,1913,0.598,4136,0.568,0.692
6007,0,49,0,2,0,1,1,Blue,5,2,3,2081.0,0,1.004,4863,0.706,0.0
6008,1,55,0,3,16,1,9,Blue,1,3,1,2815.0,1848,0.563,2618,0.45,0.656
6009,0,56,0,1,16,0,1,Blue,4,1,3,1737.0,0,0.953,4723,0.625,0.0
6010,0,52,0,4,12,0,9,Blue,5,3,3,9078.0,1194,0.745,4458,0.812,0.132
6011,1,46,1,5,0,9,2,Blue,5,4,3,6185.0,1960,0.669,2225,0.875,0.317
6012,0,51,0,2,16,3,9,Blue,5,3,3,2069.0,1802,0.651,4402,0.75,0.871
6013,1,45,1,3,0,1,4,Blue,3,3,3,9234.0,0,0.629,2586,0.257,0.0
6014,0,37,0,1,16,0,1,Blue,3,3,3,2684.0,0,0.66,4796,0.635,0.0
6015,0,48,0,3,12,1,2,Blue,3,2,2,2151.0,0,0.763,4604,0.72,0.0
6016,0,52,1,2,15,0,3,Blue,4,3,3,2749.0,1380,0.937,3882,0.765,0.502
6017,0,44,0,3,12,0,1,Blue,3,2,2,1980.0,823,0.861,4467,0.683,0.416
6018,1,55,0,1,16,1,1,Blue,6,4,3,4232.0,0,0.878,2312,0.609,0.0
6019,0,45,0,2,16,1,1,Blue,4,1,2,1438.3,877,0.743,4283,0.617,0.61
6020,0,43,0,2,0,9,9,Blue,5,1,0,6931.0,1380,0.795,4437,0.882,0.199
6021,1,52,0,3,12,1,1,Blue,5,3,2,3302.0,2517,0.705,2682,0.516,0.762
6022,0,61,1,1,16,0,9,Blue,5,3,2,4235.0,1675,1.079,3862,0.949,0.396
6023,0,51,0,2,22,1,9,Blue,6,6,2,6501.0,0,0.651,5074,0.688,0.0
6024,0,34,0,1,16,0,9,Blue,6,1,3,6376.0,1322,0.709,5192,0.628,0.207
6025,1,33,0,3,16,0,1,Blue,5,2,3,1457.0,0,0.677,2200,0.364,0.0
